Group,Sentence,Label,Category,Confidence
Türk,"Eski Türkler oturma, dinlenme, yatma, yemek pişirme gibi faaliyetlerinin tamamını çadırların içinde gerçekleştirir (Görsel 2",NEGATIVE,Negative,0.5043782591819763
Türk,"Eski Türkler, hayvancılık dışında dokumacılık, demircilik ve ticaretle de uğraşmışlardır",POSITIVE,Positive,0.6952768564224243
Türk,"Boylar Federasyonu
Eski Türkler, hayvancılık dışında dokumacılık, demircilik ve ticaretle de uğraşmışlardır",POSITIVE,Positive,0.6637451648712158
Türk,"Türk kağanları, kıl ve keçeden yapılmış çadırlarda aileleriyle birlikte yaşamış, oba halkını koruyup gözetmenin çok önemli bir görev olduğu bilinciyle hareket etmiştir",POSITIVE,Positive,0.8622567653656006
Türk,"Türk aileleri genellikle anne, baba ve çocuklardan oluşan çekirdek aile biçimindedir",POSITIVE,Positive,0.7167448401451111
Türk,"Türk topluluklarında sınıfsal bir ayrım yapılmamış, eli silah tutan herkes asker kabul edilmiştir",POSITIVE,Positive,0.7825629711151123
Türk,"Konargöçer yaşam tarzı nedeniyle daha cesur, sabırlı, disiplinli ve teşkilatçı bir karaktere sahip olan Türkler, hızlı ve birlikte hareket etme becerisi de kazanmıştır",NEGATIVE,Negative,0.6268360614776611
Türk,"Konargöçer Türkler, yaşadıkları coğrafyanın zorlu
koşulları sebebiyle küçük yaşlardan itibaren birer savaşçı olarak yetiştirilmiştir",NEGATIVE,Negative,0.8918750286102295
Türk,"Çocukken koyunların sırtında gezdirilen, biraz büyüdüklerinde ise ata binmekte ustalaşan Türkler, okçulukta da (Görsel 2",NEGATIVE,Negative,0.8376969695091248
Türk,"Konargöçer Türkler taşınabilir el tezgâhlarıyla küçük sanat eserleri yapmışlar, günlük hayatta kullandıkları eşyaların üzerine pars, kurt, yılan gibi hayvan motiflerini ve kendi tamgalarını işlemişlerdir",NEGATIVE,Negative,0.680676281452179
Türk,"Türkler için önemli bir besin maddesi olan pastırma özellikle akınlara giden askerlerin, beslenme ihtiyaçlarını karşılamaktaydı",NEGATIVE,Negative,0.9096917510032654
Türk,"43) geçen 'Ey Türk bodunu, devletini ve töreni kim bozabilir",NEGATIVE,Negative,0.721192479133606
Türk,"Devlet göçebe olduğu için sürekli hapishaneler kurulması istenmemiştir'
Türkler; ton (don) adını verdikleri giysilerini kuzu, koyun, sığır ve tilki derisinden ya da koyun, keçi ve deve yününden imal etmiştir",NEGATIVE,Negative,0.8399192094802856
Türk,"Genellikle pantolon, ceket, deri çizme veya çarık giyen konargöçer Türkler, başlarına börk adı verilen başlıklar takmıştır",POSITIVE,Positive,0.7907866835594177
Türk,"44), Anadolu'da konargöçer yaşam kültürünü devam ettiren son Türk topluluklarından biridir",POSITIVE,Positive,0.9546663165092468
Türk,Grup olarak kendi rollerinizi canlandırdıktan sonra Türk kültürünün oluşmasında konargöçer yaşamın etkileri hakkında ve ulaştığınız çıkarımları grup sözcüleri aracılığıyla diğer gruplarla paylaşınız,POSITIVE,Positive,0.9723673462867737
Türk,"y Turk savascilar
M, Dusman savasçilar
Türk savasçilann hareketi
Düsman savasçilann hareketi
7-9",NEGATIVE,Negative,0.5524958968162537
Türk,Öğrencilerden Alper 'Bu iki ordu savaşmış olsa Türkler galip gelirdi,NEGATIVE,Negative,0.9513709545135498
Türk,Ayrıca Türklerin fiziksel ve ruhsal özellikleri sayesinde tüm bu zorlukların üstesinden kolayca gelebildiğini ve eski Türk topluluklarının üretken bir yapıya sahip olduğunu vurgulamıştır,POSITIVE,Positive,0.8816903829574585
Türk,"Eski Çağ Medeniyetleri
Konargöçer yaşamın Türk kültürüne ne gibi katkıları olmuştur",NEGATIVE,Negative,0.5268192291259766
Türk,"Savaşçı bir toplum olan ve zor bir coğrafyada yaşayan konargöçer Türkler, giyim kuşamlarını bu unsurları göz önünde bulundurarak biçimlendirmiştir",POSITIVE,Positive,0.6658403277397156
Türk,Aynı şekilde ceket ve iç çamaşırı giyme kültürü de Türkler aracılığıyla Avrupa'ya taşınmıştır,POSITIVE,Positive,0.8270074129104614
Türk,Türkistan'da konargöçer yaşam tarzını sürdüren Türk topluluklarında sürü önemlidir,POSITIVE,Positive,0.6451144218444824
Türk,"Büyük sürüler hâlinde baktıkları hayvanların ürünleriyle geçimlerini sağlayan Türkler, her zaman sürülerine otlak arayışında olmuşlardır",NEGATIVE,Negative,0.9668005108833313
Türk,"Türk toplulukları siyasi, sosyal, iktisadi ve coğrafi etkenler nedeniyle zamanla farklı bölgelere göç etmiştir",NEGATIVE,Negative,0.8897503614425659
Türk,"'Tarihî kayıtlarda Türk göçlerinin iktisadî sıkıntı, yâni Türk anayurt topraklarının geçim bakımından yetersiz kalması dolayısıyla olduğu belirtilmiştir",NEGATIVE,Negative,0.994690477848053
Türk,Türk tarihine dâir kayıtlarda göçlerin başlıca sebebi olarak zikredilen bu hususlar Türklerin yalnız başka memleketlere yönelmelerine sebep oluyordu,NEGATIVE,Negative,0.989268958568573
Türk,(…) Türklerin birbiri arkasına çeşitli yönlerde yayılmalarını sağlayan başka bir amil de Türk maneviyatının sağlamlığıdır,POSITIVE,Positive,0.9226849675178528
Türk,"Bu durum Türklerde, zamanla, dünyayı huzur ve barışa kavuşturmağı gaye edinen bir fütuhat düşüncesi ve her yerde âdil, eşitlikçi Türk töresini yürürlüğe koymak üzere bir cihan hâkimiyeti ülküsü doğurmuştur",POSITIVE,Positive,0.9309778213500977
Türk,"'
'Türk göçleri, genellikle doğu-batı ekseni üzerinde gerçekleşmiştir",POSITIVE,Positive,0.608786940574646
Türk,Bu durum Türk göçlerini ve yayılmasını teşvik eden önemli bir etken olmuştur,POSITIVE,Positive,0.8436318635940552
Türk,"Eğer bu yönde Türklerin önüne yerleşik medeniyete sahip güçlü bir devlet çıksaydı, Türk göçleri ve yayılması bu kadar kolay olmayabilirdi",NEGATIVE,Negative,0.974687397480011
Türk,"'
Kaynaklara göre Türk toplulukları ve Germen kavimlerinin yaşam tarzı hakkında neler söylenebilir",NEGATIVE,Negative,0.850572943687439
Türk,"kaybeden Hun boylar1, Balamir ön- derliginde Itil Nehri'ni geçerek 374
Hun Türkleri ilk olarak yar Iranh yar1
Türk kökenli olan Alanlar ile karsilasmis-
namarm har chele geymieolyle Uouogu1
lar, Vizigotlar, Vandallar, Süevler,
Burgundlar, Franklar, Angillar ve
Saksonlar göç etmeye baslamistir",NEGATIVE,Negative,0.5159077048301697
Türk,"yüzyılın sonunda Avrupa'ya gelmeye başlayan Hunlar, Türkistan'dan batıya göç eden ilk Türk kavmi olmuştur",POSITIVE,Positive,0.6092340350151062
Türk,Hun göçlerini daha sonra diğer Türk topluluklarının hareketleri izlemiştir,NEGATIVE,Negative,0.8125596046447754
Türk,Kavimler Göçü nasıl ki Avrupalıları birçok açıdan etkilemişse benzer etkiler Türkistan'da yaşayan Türk topluluklarında da görülmüştür,NEGATIVE,Negative,0.5282217860221863
Türk,"En eski ve köklü kavimlerden biri olan Türkler; dört bin yıllık tarihleri boyunca ana yurtları dışında Kafkaslar ve Karadeniz'in kuzeyinde, Asya ülkelerinde, Doğu ve Orta Avrupa'da, Balkanlarda hatta Macaristan ovalarına kadar uzanan geniş bir coğrafyada yaşamışlardır",POSITIVE,Positive,0.9925899505615234
Türk,Türk topluluklarının yaylak ve kışlak hayatı üzerine kurulu bir sistemleri vardır (Görsel 3,NEGATIVE,Negative,0.6686474084854126
Türk,"Yaşanan göçlerde Türkler; yaylak ve kışlak arasında yer değiştirmemiş, çeşitli nedenlerle yaşadıkları bölgeyi kitleler
V",NEGATIVE,Negative,0.8888458609580994
Türk,"Ana yurtları dışında da etkin olan Türkler; bütün Asya ülkelerinde, Doğu ve Orta Avrupa'da, Balkanlarda eski çağlardan yeni çağlara kadar irili ufaklı devletler kurup hâkimiyetlerini sürdürmüşlerdir",POSITIVE,Positive,0.9572533369064331
Türk,"Ancak Türklerin tarih boyunca yaptığı göçler, Türk tarihinin belirli zaman kesitlerinde veya bir bütün hâlinde incelenmesini zorlaştırmaktadır",NEGATIVE,Negative,0.9658476710319519
Türk,"Belli bir coğrafi çevre içinde yaşam sürdüren bazı milletlerin aksine Türkler, yüzyıllar boyunca yeni yurtlar ve iklimler ararken dünyanın farklı bölgelerinde izler bırakmıştır",POSITIVE,Positive,0.9842983484268188
Türk,"4: Türk topluluklarının göçleri
Türklerin ana yurdu neresidir",NEGATIVE,Negative,0.7154130935668945
Türk,Bilgi görselini inceleyerek Avrupa'ya göç eden Türk topluluklarının isimlerini yazınız,NEGATIVE,Negative,0.8712216019630432
Türk,'Türk tarihinin bir bütün hâlinde ele alınıp araştırılması çok zordur,NEGATIVE,Negative,0.9237594604492188
Türk,"Kavimler Göçü'nün ve Türk topluluklarının yaptıkları diğer kitlesel göçlerin kavimlere ve devletlere etkisini; siyasi, sosyal, ekonomik ve kültürel bakımından sınıflandırınız",NEGATIVE,Negative,0.6933528184890747
Türk,Türk tarihi açısından kanaatimizce önemi Hunlar ve Attila'nın yüzyıllardır dünya üzerinde hafızalardan silinemeyen bir algı oluşturmasında büyük pay sahibi olmasıdır,POSITIVE,Positive,0.8884912133216858
Türk,376'lardan itibaren Türk tarihinde büyük bir öneme haiz olmuştur,POSITIVE,Positive,0.9793983101844788
Türk,"Bu Türk kavimleri bölgeyi kendilerine yurt edinerek hem vatan telakki etmişler, hem de Balkan milletlerinin teşekküllerinde ve kültürel gelişimlerinde önemli roller oynamışlardır",POSITIVE,Positive,0.6661233305931091
Türk,Balkanlar'daki Türk varlığı Anadolu Selçuklu Devleti ile Osmanlı Devleti zamanında da devam etmiştir,POSITIVE,Positive,0.7928184866905212
Türk,'Macaristan Türk tarihi açısından önemli bir ülkedir,POSITIVE,Positive,0.8826497793197632
Türk,Yani Macarlar Türk kökenli Turanî kavimlerdendir,NEGATIVE,Negative,0.8576450943946838
Türk,900-950 yıllarındaki Bizans kaynaklarında Macarlar için Türkler ve Macaristan için de Türkiye ifadesinin kullanılması boşuna değildir,POSITIVE,Positive,0.6482576131820679
Türk,yüzyılın ortalarından itibaren Asya bozkırlarında Türk adı yaygın şekilde kullanılmaya başlanmıştır,POSITIVE,Positive,0.8612065315246582
Türk,Türk milletine adını veren I,POSITIVE,Positive,0.908295750617981
Türk,"Göktürk Devleti'nin hükümdarı olan Mukan Kağan, doğuda Kore'den başlayıp batıda Karadeniz'e kadar uzanan bölgelerdeki Türk boylarını ve yabancı kavimleri Göktürklere bağlamıştır",NEGATIVE,Negative,0.5188921689987183
Türk,(…) Müstakil bir devletten yoksunluk Gök-Türkler için haysiyet kırıcı bir ıstırap kaynağı teşkil ediyordu,NEGATIVE,Negative,0.9944983124732971
Türk,Türk kavminin uygunsuz tutumu (…) 3,NEGATIVE,Negative,0.9989650249481201
Türk,"(…) Gök-Türk tarihinin bu 50 yıllık fetret devrinin sonunda, Kitâbeler yoluyla çok iyi tanınan, Aşına soyundan, Kutluk istiklâl savaşına girişti (680)",NEGATIVE,Negative,0.7543006539344788
Türk,Bu dönemde Türkistan'daki diğer Türk boyları hâkimiyet altına alınmaya çalışılmış ve isyanlar nedeniyle zor durumda kalan Tang Hanedanı'na yardım edilmiştir,NEGATIVE,Negative,0.9695125818252563
Türk,"'Ben Tanrı gibi ve Tanrıdan olmuş Türk Bilge Hakan, bu devirde tahta oturdum",NEGATIVE,Negative,0.6062992215156555
Türk,") Türk halkının adı sanı yok olmasın diye babam Hakanı, annem Hatunu yücelten Tanrı, onlara devlet veren Tanrı, Türk halkının adı sanı yok olmasın diye beni o Tanrı hakan olarak tahta oturttu",POSITIVE,Positive,0.5933037400245667
Türk,") Türk halkı için gece uyumadım, gündüz oturmadım; Kardeşim Kül Tigin ile iki şad ile birlikte ölesiye yitesiye çalıştım, çabaladım",POSITIVE,Positive,0.8654977679252625
Türk,"Türk hükümdarı kanunları (töre) uygular, kendisi de uyar fakat kanun yapamazdı",NEGATIVE,Negative,0.5082705020904541
Türk,(…) Gök Türk kağanları meclisin tabii başkanı oluyorlardı,NEGATIVE,Negative,0.8123663067817688
Türk,"(…)
Gök Türk Devleti'nde kulluk ve kölelik yoktu",POSITIVE,Positive,0.9242634773254395
Türk,(…) Gök Türk Devleti'nde bir adliye müessesesi vardı,POSITIVE,Positive,0.7574298977851868
Türk,"'
'Uygur Kağanlığı, Gök Türk Devleti'nin sahip olduğu mirasın üzerine kurulduğu için bu devletin yani bozkır kültürünün geleneğini sürdürüyordu",POSITIVE,Positive,0.7541773915290833
Türk,Türk ordusunda börüler olarak adlandırılan ve etkin bir güce sahip olan bu hafif zırhlı askerlerin bulunması savaşlarda Türk ordusuna üstünlük kazandırmıştır,NEGATIVE,Negative,0.7934625148773193
Türk,"Hafif zırhlı Türk askeri (Temsilî)
Türkler, savaşlara atlı kuvvetlerle katılırdı",NEGATIVE,Negative,0.9363639950752258
Türk,"Türk süvarilerinin en önemli özellikleri, çok hızlı hareket etmeleri ve ata çok iyi hâkim olmalarıydı",NEGATIVE,Negative,0.5666669011116028
Türk,"Bizanslı tarihçi Anna Komnena, Türk askerleriyle ilgili şöyle demiştir: 'Bir Türk kovalamaya geçmişse düşmanını ok atarak haklar",NEGATIVE,Negative,0.6627370715141296
Türk,Türkler gerçekten çok usta okçulardır,POSITIVE,Positive,0.9710724949836731
Türk,(…) Türk ordusu ücretli değildir,POSITIVE,Positive,0.9717651605606079
Türk,Türk ordusu temelde atlı birliklerden oluşur,POSITIVE,Positive,0.8653333187103271
Türk,(…) Silah konusunda Türkler Orta Çağda oldukça ileriydiler,POSITIVE,Positive,0.5739901661872864
Türk,(…) Eski Türk ordusunda en büyük askerî birlik 'tümen' denilen on bin kişilik kuvvettir ve bunlar 'tümen başı' denilen komutanların emrindeydi,POSITIVE,Positive,0.6179348230361938
Türk,(…) Özellikle Türk birliklerinin hilâfet ordusunun saflarına katılmasından sonra bazı değişiklikler olmuş ve Türkler'deki onlu sistem esas alınmıştır,NEGATIVE,Negative,0.8790463209152222
Türk,"'
Abbasi Devleti
Yönetim Yapısının Özellikleri
Ordu Yapısının Özellikleri
Türkler, kılıç zoruyla değil kendi istek ve iradeleriyle doğal bir geçiş süreci içinde İslamiyet'i benimsemiştir",POSITIVE,Positive,0.6037613153457642
Türk,Ayrıca Gök Tanrı dini ile İslamiyet arasında benzerlikler bulunması ve İslamiyet'in Türk mizacına uygun olması da bu süreci kolaylaştırmıştır,POSITIVE,Positive,0.8707417249679565
Türk,"Bu yolun doğu kanadı, Türk devletlerinin merkezi olan Orhun Bölgesi'nden geçerek Çin topraklarına kadar uzanırdı",POSITIVE,Positive,0.8260681629180908
Türk,"Bu ıssız yolların geçtiği Türk illerindeki topraklar üzerinde, 30-40 kilometre aralıklarla, mimari açıdan ve sanat değeri bakımından görkemli ve özenli hayvan, bitki işleme ve süslemeleri olan kesme taşlardan yapılmış hanlar, kervansaraylar inşa edilmiştir",NEGATIVE,Negative,0.9861152172088623
Türk,"'Farabi, İslam felsefesini metot, terminoloji ve problemler açısından temellendiren ünlü Türk filozofudur",POSITIVE,Positive,0.9818106889724731
Türk,İstanbul Üniversitesi Umumi Türk Tarihi Kürsüsü,POSITIVE,Positive,0.5929533839225769
Türk,Türk Tarihi Kurumu Yayınları,POSITIVE,Positive,0.6389380097389221
Türk,"Sık sık meydana gelen hastalıklarla başlıca ekonomik varlıklarını yitiren Türkler, yeni ekonomik sahalar aramak için göç etmeye başlamıştır",NEGATIVE,Negative,0.9822326898574829
Türk,"Abbasi Devleti'nde Türkler, sadece askerî alanda değil siyasi ve idari alanlarda da devlette etkili olmuşlardır",POSITIVE,Positive,0.870259702205658
Türk,Türkistan'daki Türkler yaklaşık elli yıl Çin esaretinde yaşamıştır,POSITIVE,Positive,0.5360413193702698
Türk,(…) Bir Türk'ün başarılı bir kağan olabilmesi için Tanrı tarafından kendisine verilmiş başlıca üç özelliği kendine toplaması gerekiyordu,POSITIVE,Positive,0.7843807935714722
Türk,(…) Gök Türk kağanları meclisin tabii başkanı oluyorlardı,NEGATIVE,Negative,0.8123663067817688
Türk,"Çin ordusunda piyadeler çoğunluğu oluşturmuşsa da Türk atlılarına benzeyen hafif süvari birlikler, özel olarak seçilmiştir",NEGATIVE,Negative,0.9826706051826477
Türk,"Göktürk ve Uygurlarda barış zamanında günlük işleriyle meşgul olan Türkler, savaş döneminde topyekûn seferberlik hâlinde bulunmuştur",NEGATIVE,Negative,0.7490168213844299
Türk,toy: Türk hükümdarlarının ve beylerin çeşitli vesilelerle verdikleri büyük ziyafet,POSITIVE,Positive,0.955390989780426
Türk,"Yörük: Hayvancılıkla geçinen, genellikle Toroslarda yaşayan göçebe Türk oymağı; Türkmen, Yürük",NEGATIVE,Negative,0.9813721179962158
Türk,"Türk Akademisi Siyasi Sosyal Stratejik Araştırmalar Vakfı, 1-5",NEGATIVE,Negative,0.9473250508308411
Türk,Milletlerarası Türk Halk Kültürü Kongresi (20-23 Kasım 2017) Bildirileri (ss,NEGATIVE,Negative,0.8365775942802429
Türk,"Balkanlar'daki Türk boylarının (Peçenek, Uz, Kuman) sosyo-kültürel değişimlerinde Osmanlının rolü",POSITIVE,Positive,0.7361319661140442
